	Source	Target	Via	Weight	Type
1085	#org144	#per1587	oral	1	Directed
1084	#per1587	#org291	oral	1	Directed
1083	#org291	#per1587	oral	1	Directed
1082	#org291	#org291	oral	1	Directed
1183	#org25	#per1067	oral	1	Directed
1185	#org190	#per1067	oral	1	Directed
1322	#per473	#pla3	oral	1	Directed
1186	#per1067	#org190	oral	1	Directed
282	#per26	#per596	oral	1	Directed
1279	#org101	#org106	oral	1	Directed
1278	#org0	#org106	oral	1	Directed
1275	#org105	#per14	prayer	1	Directed
1273	#org101	#org101	oral	1	Directed
1272	#per14	#per35	idea	1	Directed
285	#org70	#org12	idea	1	Directed
288	#org122	#org12	idea	1	Directed
1268	#per14	#per35	thought	1	Directed
1265	#org19	#org19	thought	1	Directed
1262	#org19	#per14	prayer	1	Directed
290	#per1857	#per26	oral	1	Directed
292	#org0	#per26	oral	1	Directed
293	#per612	#per612	oral	1	Directed
1254	#org0	#per14	soCaled	1	Directed
1290	#per474	#org0	idea	1	Directed
1291	#org101	#org101	thought	1	Directed
1292	#per474	#org0	oral	1	Directed
1307	#per473	#org103	oral	1	Directed
1321	#org133	#org171	oral	1	Directed
1320	#per473	#org65	oral	1	Directed
1316	#org70	#org0	prayer	1	Directed
260	#org101	#org0	idea	1	Directed
261	#per612	#org0	singing	1	Directed
432	#org93	#per991	oral	1	Directed
270	#org131	#org70	idea	1	Directed
274	#org65	#org0	idea	1	Directed
1299	#per473	#pla72	soCalled	1	Directed
1298	#per995	#per995	oral	1	Directed
1297	#per1000	#per1000	oral	1	Directed
1296	#per1002	#per1002	oral	1	Directed
1295	#per1004	#per1004	oral	1	Directed
1294	#org16	#org16	soCalled	1	Directed
294	#per500	#per500	oral	1	Directed
1251	#per846	#org0	oral	1	Directed
1248	#org168	#org0	oral	1	Directed
1196	#per1067	#per1067	oral	1	Directed
1215	#per1728	#per1728	thought	1	Directed
1213	#org310	#per1728	oral	1	Directed
311	#org70	#per919	written	1	Directed
1202	#org262	#per1726	oral	1	Directed
1200	#org122	#org122	soCalled	1	Directed
1198	#per969	#per1750	oral	1	Directed
1195	#per1067	#per1095	oral	1	Directed
1217	#per1728	#org0	oral	1	Directed
1194	#per1067	#per14	oral	1	Directed
1193	#per1067	#per1059	oral	1	Directed
1192	#per1059	#per1067	oral	1	Directed
1191	#per1058	#per1067	oral	1	Directed
1190	#per1067	#per1058	written	1	Directed
1187	#org190	#per1058	oral	1	Directed
1216	#org262	#org0	idea	1	Directed
1218	#per1732	#per1728	oral	1	Directed
1243	#per851	#per851	idea	1	Directed
1235	#per845	#org0	soCalled	1	Directed
1242	#per847	#per847	idea	1	Directed
1241	#per846	#per846	idea	1	Directed
296	#per708	#org25	oral	1	Directed
299	#per593	#per26	oral	1	Directed
1237	#per845	#per846	soCalled	1	Directed
300	#org25	#per500	oral	1	Directed
1230	#per845	#per851	soCalled	1	Directed
1219	#per1753	#per969	oral	1	Directed
1226	#per845	#per849	oral	1	Directed
1225	#per849	#per845	oral	1	Directed
1224	#per845	#per14	prayer	1	Directed
307	#per1805	#per26	written	1	Directed
308	#per1805	#per26	oral	1	Directed
1220	#per969	#per1753	oral	1	Directed
1308	#per473	#org18	prayer	1	Directed
